Alameda, CA Alameda, CA: Data Inventory 
Station ID: 9414750 
Meteorological Observations

Station Date      Time Wind Sp Wind Dr Wind Gt Air Tmp H2O Tmp Baro Pr
DCP#:                        1       1       1       1       1       1
Units:                 Mtr/Sec Degrees Mtr/Sec  Degr C  Degr C   mbars
9414750 20050501 09:42   1.700 269.000   2.900  13.300  16.500 1019.20
9414750 20050501 09:48   1.900 275.000   3.200  13.300  16.500 1019.10
9414750 20050501 09:54   0.800 267.000   3.100  13.200  16.500 1019.10
9414750 20050501 10:00   1.700 273.000   2.500  13.200  16.500 1019.10
9414750 20050501 10:06   1.200 264.000   2.400  13.300  16.500 1019.10
9414750 20050501 10:12   1.800 269.000   2.800  13.300  16.400 1019.10
9414750 20050501 10:18   1.100 272.000   2.800  13.200  16.500 1019.00
9414750 20050501 10:24   0.500 263.000   2.200  13.200  16.400 1019.00
9414750 20050501 10:30   1.300 269.000   2.400  13.200  16.500 1019.10
9414750 20050501 10:36   0.600 280.000   2.500  13.200  16.500 1018.90
9414750 20050501 10:42   0.300 281.000   1.600  13.100  16.400 1018.90
9414750 20050501 10:48   0.100 272.000   0.700  13.100  16.400 1019.00
9414750 20050501 10:54   0.000 292.000   0.600  13.100  16.400 1018.90
9414750 20050501 11:00   0.000 268.000   0.400  13.200  16.400 1019.00
9414750 20050501 11:06   0.000 287.000   0.000  13.200  16.400 1019.00
9414750 20050501 11:12   0.000 278.000   0.200  13.200  16.400 1019.00
9414750 20050501 11:18   0.200 256.000   1.900  13.200  16.400 1018.90
9414750 20050501 11:24   0.200 270.000   1.000  13.200  16.400 1018.90
9414750 20050501 11:30   0.000 260.000   1.800  13.200  16.300 1018.90
9414750 20050501 11:36   0.300 263.000   0.900  13.100  16.300 1018.90
9414750 20050501 11:42   0.000 268.000   0.300  13.100  16.300 1018.90
9414750 20050501 11:48   0.000 194.000   0.400  13.100  16.200 1018.80
9414750 20050501 11:54   0.300 203.000   2.200  13.100  16.100 1018.80
9414750 20050501 12:00   0.400 221.000   2.500  13.100  16.000 1018.70
9414750 20050501 12:06   0.000 272.000   2.800  13.100  16.000 1018.70
9414750 20050501 12:12   0.300 190.000   3.000  13.200  16.000 1018.80
9414750 20050501 12:18                                         1018.90
9414750 20050501 12:24   0.200 292.000   1.600  13.100  16.000 1018.90
9414750 20050501 12:30   0.300 239.000   2.200  13.100  16.000 1018.80
9414750 20050501 12:36   0.400 278.000   1.700  13.000  16.000 1018.90
9414750 20050501 12:42   0.700 279.000   2.000  13.000  16.000 1019.00
9414750 20050501 12:48   1.400 272.000   2.500  13.100  15.800 1019.10
9414750 20050501 12:54   1.300 272.000   2.700  13.000  15.800 1019.00
9414750 20050501 13:00   1.600 277.000   2.300  13.000  15.800 1018.90
9414750 20050501 13:06   0.300 283.000   2.300  13.000  15.800 1018.80
9414750 20050501 13:12   1.200 273.000   2.200  12.900  15.800 1018.90
9414750 20050501 13:18   1.500 269.000   3.100  12.900  15.800 1019.00
9414750 20050501 13:24   2.200 273.000   2.900  12.900  15.800 1019.10
9414750 20050501 13:30   2.200 268.000   3.200  12.900  15.800 1019.10
9414750 20050501 13:36   2.500 275.000   3.500  12.900  15.900 1019.20
9414750 20050501 13:42   2.400 276.000   3.400  13.000  15.900 1019.30
9414750 20050501 13:48   1.400 268.000   3.300  13.000  15.900 1019.30
9414750 20050501 13:54   1.600 266.000   2.800  13.000  15.900 1019.40
9414750 20050501 14:00   1.100 265.000   2.500  13.100  15.900 1019.30
9414750 20050501 14:06   1.200 258.000   2.400  13.100  15.900 1019.30
9414750 20050501 14:12   0.100 276.000   2.200  13.200  15.900 1019.30
9414750 20050501 14:18   0.100 273.000   2.400  13.300  15.900 1019.20
9414750 20050501 14:24   0.100 266.000   1.500  13.500  15.900 1019.20
9414750 20050501 14:30   0.000 235.000   0.400  13.700  15.900 1019.40
9414750 20050501 14:36   0.000 269.000   0.400  13.700  15.900 1019.40
9414750 20050501 14:42   0.000 261.000   0.400  13.700  15.900 1019.50
9414750 20050501 14:48   0.000 281.000   0.000  14.000  15.900 1019.60
9414750 20050501 14:54   0.000 270.000   0.400  14.100  15.900 1019.60
9414750 20050501 15:00   0.000 254.000   0.400  14.000  15.900 1019.60
9414750 20050501 15:06   0.700 189.000   2.100  13.600  15.900 1019.50
9414750 20050501 15:12   0.000 200.000   2.200  13.500  15.900 1019.70
9414750 20050501 15:18   0.200 222.000   0.900  13.700  16.000 1019.80
9414750 20050501 15:24   0.000 220.000   1.800  13.900  15.900 1019.80
9414750 20050501 15:30   0.000 262.000   0.400  14.100  16.000 1019.90
9414750 20050501 15:36   0.200 282.000   1.900  14.200  16.000 1019.90
9414750 20050501 15:42   0.000 268.000   0.300  14.000  16.000 1019.80
9414750 20050501 15:48   0.000 177.000   0.000  14.000  16.000 1019.70
9414750 20050501 15:54   0.000 267.000   0.400  14.200  16.000 1019.80
9414750 20050501 16:00   0.000 199.000   0.000  14.200  16.000 1019.90
9414750 20050501 16:06                                                
9414750 20050501 16:12   0.000 173.000   0.000  14.200  16.000 1020.00
9414750 20050501 16:18   0.000 210.000   0.000  14.300  16.000 1020.00
9414750 20050501 16:24   0.000 202.000   0.000  14.500  16.000 1020.10
9414750 20050501 16:30   0.000 174.000   0.000  14.600  16.000 1020.20
9414750 20050501 16:36   0.000 163.000   0.000  14.400  16.000 1020.20
9414750 20050501 16:42   0.100 178.000   0.500  14.300  16.100 1020.30
9414750 20050501 16:48   0.100 182.000   0.900  14.300  16.100 1020.30
9414750 20050501 16:54   0.300 181.000   1.100  14.200  16.100 1020.40
9414750 20050501 17:00   0.000 159.000   1.300  14.200  16.200 1020.40
9414750 20050501 17:06   0.000 153.000   0.500  14.300  16.100 1020.40
9414750 20050501 17:12   0.200 156.000   0.500  14.200  16.200 1020.40
9414750 20050501 17:18   0.000 137.000   0.200  14.800  16.200 1020.30
9414750 20050501 17:24   0.000 218.000   0.000  15.000  16.200 1020.40
9414750 20050501 17:30   0.200 292.000   1.600  15.000  16.200 1020.30
9414750 20050501 17:36   0.300 271.000   2.800  15.300  16.200 1020.40
9414750 20050501 17:42   0.100 258.000   1.900  15.600  16.300 1020.40
9414750 20050501 17:48   0.300 276.000   1.700  15.700  16.300 1020.40
9414750 20050501 17:54   0.400 214.000   2.200  15.500  16.300 1020.40
9414750 20050501 18:00   0.000 193.000   0.500  15.000  16.300 1020.30
9414750 20050501 18:06   0.300 205.000   1.300  15.000  16.300 1020.40
9414750 20050501 18:12   0.300 211.000   1.900  15.000  16.300 1020.40
9414750 20050501 18:18                                                
9414750 20050501 18:24   0.400 210.000   1.200  15.000  16.300 1020.30
9414750 20050501 18:30   0.500 209.000   2.200  15.100  16.300 1020.40
9414750 20050501 18:36   0.400 203.000   1.700  15.300  16.300 1020.40
9414750 20050501 18:42   0.000 243.000   2.100  16.000  16.300 1020.40
9414750 20050501 18:48   0.400 209.000   1.900  16.200  16.300 1020.30
9414750 20050501 18:54   0.400 278.000   2.100  16.600  16.300 1020.30
9414750 20050501 19:00   0.100 244.000   1.900  16.600  16.300 1020.20
9414750 20050501 19:06   0.200 267.000   2.500  16.800  16.300 1020.20
9414750 20050501 19:12   0.200 253.000   2.400  16.500  16.300 1020.30
9414750 20050501 19:18   0.000 238.000   1.900  16.600  16.300 1020.40
9414750 20050501 19:24   0.000 243.000   2.000  16.500  16.300 1020.40
9414750 20050501 19:30   0.000 240.000   1.000  16.600  16.300 1020.20
9414750 20050501 19:36   0.200 264.000   1.400  16.700  16.300 1020.20
9414750 20050501 19:42   0.300 271.000   2.200  16.600  16.300 1020.10
9414750 20050501 19:48   1.600 276.000   2.400  16.400  16.300 1020.10
9414750 20050501 19:54   1.800 270.000   2.800  16.600  16.300 1020.10
9414750 20050501 20:00   2.200 277.000   3.100  16.500  16.300 1020.00
9414750 20050501 20:06   0.600 269.000   3.100  17.100  16.300 1019.80
9414750 20050501 20:12   1.400 275.000   2.300  17.300  16.300 1019.80
9414750 20050501 20:18   2.000 282.000   2.900  17.200  16.300 1019.70
9414750 20050501 20:24   2.500 273.000   3.300  16.900  16.300 1019.80
9414750 20050501 20:30   2.700 270.000   4.000  16.900  16.300 1019.80
9414750 20050501 20:36   2.800 271.000   4.000  17.000  16.300 1019.80
9414750 20050501 20:42   1.600 270.000   4.000  17.300  16.300 1019.80
9414750 20050501 20:48   3.400 274.000   4.300  17.300  16.400 1019.70
9414750 20050501 20:54   4.100 278.000   4.700  17.500  16.400 1019.60
9414750 20050501 21:00   3.800 275.000   4.700  17.500  16.500 1019.70
9414750 20050501 21:06   4.200 277.000   4.600  17.500  16.500 1019.70
9414750 20050501 21:12   4.200 277.000   5.100  17.500  16.500 1019.60
9414750 20050501 21:18   4.400 277.000   5.100  17.300  16.500 1019.50
9414750 20050501 21:24   4.100 278.000   5.100  17.300  16.600 1019.50
9414750 20050501 21:30   4.600 278.000   5.500  17.400  16.600 1019.60
9414750 20050501 21:36   4.500 278.000   5.800  17.600  16.800 1019.60
9414750 20050501 21:42   4.600 277.000   5.400  17.700  17.000 1019.60
9414750 20050501 21:48   4.900 276.000   5.600  17.900  17.200 1019.60
9414750 20050501 21:54   4.800 278.000   6.300  18.000  17.300 1019.60
9414750 20050501 22:00   5.100 279.000   6.300  17.600  17.300 1019.60
9414750 20050501 22:06   6.000 278.000   7.100  17.300  17.400 1019.50
9414750 20050501 22:12   4.800 279.000   7.100  17.400  17.600 1019.60
9414750 20050501 22:18   5.200 278.000   6.700  17.400  17.700 1019.40
9414750 20050501 22:24   5.300 276.000   6.900  17.200  17.700 1019.50
9414750 20050501 22:30   5.700 277.000   6.900  17.100  17.800 1019.40
9414750 20050501 22:36   5.800 276.000   7.200  17.200  17.800 1019.30
9414750 20050501 22:42   5.000 278.000   7.300  17.300  17.900 1019.30
9414750 20050501 22:48   5.000 280.000   6.300  17.200  17.900 1019.30
9414750 20050501 22:54   4.600 280.000   6.100  17.200  17.900 1019.30
9414750 20050501 23:00   4.500 278.000   6.100  17.300  17.900 1019.30
9414750 20050501 23:06   4.500 278.000   5.600  17.300  17.900 1019.20
9414750 20050501 23:12   3.900 278.000   5.800  17.500  17.800 1019.20
9414750 20050501 23:18   4.400 274.000   5.900  17.400  17.700 1019.20
9414750 20050501 23:24   4.600 272.000   6.200  17.300  17.700 1019.20
9414750 20050501 23:30   5.300 275.000   6.600  17.200  17.700 1019.40
9414750 20050501 23:36   5.100 273.000   6.600  17.200  17.700 1019.40
9414750 20050501 23:42   4.800 273.000   6.300  17.100  17.600 1019.30
9414750 20050501 23:48   3.800 268.000   5.800  17.000  17.600 1019.20
9414750 20050501 23:54   3.300 266.000   5.500  17.100  17.700 1019.20
9414750 20050502 00:00   4.500 270.000   5.600  17.100  17.700 1019.30
9414750 20050502 00:06   3.700 268.000   5.300  17.200  17.700 1019.30
9414750 20050502 00:12   3.800 267.000   5.300  17.100  17.700 1019.30
9414750 20050502 00:18   4.800 274.000   6.600  16.900  17.600 1019.30
9414750 20050502 00:24   4.900 273.000   6.100  16.900  17.600 1019.30
9414750 20050502 00:30   4.500 274.000   6.600  16.900  17.600 1019.10
9414750 20050502 00:36   4.900 273.000   6.400  16.700  17.600 1019.10
9414750 20050502 00:42   4.100 269.000   5.900  16.700  17.600 1019.20
9414750 20050502 00:48   4.500 268.000   5.900  16.700  17.600 1019.30
9414750 20050502 00:54   4.700 268.000   5.800  16.600  17.200 1019.30
9414750 20050502 01:00   5.500 274.000   6.700  16.400  17.000 1019.20
9414750 20050502 01:06   4.800 274.000   6.400  16.400  16.900 1019.20
9414750 20050502 01:12   5.200 270.000   6.600  16.300  16.800 1019.20
9414750 20050502 01:18   4.700 269.000   6.400  16.300  16.800 1019.20
9414750 20050502 01:24   4.200 267.000   6.800  16.300  16.800 1019.10
9414750 20050502 01:30   4.800 270.000   6.700  16.100  16.800 1019.00
9414750 20050502 01:36   4.100 272.000   6.600  16.100  16.700 1019.00
9414750 20050502 01:42   4.100 267.000   5.800  16.100  16.700 1019.00
9414750 20050502 01:48   4.000 268.000   5.300  16.200  16.600 1018.90
9414750 20050502 01:54   4.100 270.000   6.000  16.100  16.500 1018.90
9414750 20050502 02:00   4.200 272.000   5.800  16.000  16.500 1018.80
9414750 20050502 02:06   3.600 270.000   5.700  16.000  16.400 1018.80
9414750 20050502 02:12   4.000 271.000   5.200  15.900  16.300 1018.80
9414750 20050502 02:18   3.900 274.000   4.700  15.800  16.100 1018.90
9414750 20050502 02:24   3.500 275.000   5.000  15.700  16.000 1018.90
9414750 20050502 02:30   3.700 281.000   4.500  15.500  15.900 1018.90
9414750 20050502 02:36   3.300 280.000   4.400  15.400  15.900 1018.90
9414750 20050502 02:42   2.800 278.000   3.900  15.400  15.900 1018.90
9414750 20050502 02:48   2.100 272.000   3.700  15.300  15.900 1019.00
9414750 20050502 02:54   1.900 278.000   2.500  15.300  15.800 1018.90
9414750 20050502 03:00   2.200 265.000   2.900  15.500  15.900 1019.10
9414750 20050502 03:06   2.700 266.000   3.600  15.400  15.900 1019.10
9414750 20050502 03:12   2.600 269.000   4.000  15.300  15.900 1019.10
9414750 20050502 03:18   2.800 270.000   4.300  15.300  15.900 1019.00
9414750 20050502 03:24   2.600 272.000   3.800  15.200  15.900 1019.00
9414750 20050502 03:30   1.100 266.000   3.300  15.100  15.800 1019.00
9414750 20050502 03:36   1.600 264.000   3.000  15.100  15.900 1019.10
9414750 20050502 03:42   0.900 270.000   2.500  15.100  15.900 1019.10
9414750 20050502 03:48   1.400 281.000   3.100  15.000  15.800 1019.10
9414750 20050502 03:54   0.600 283.000   2.200  14.900  15.900 1019.00
9414750 20050502 04:00   0.100 279.000   1.800  14.900  15.900 1019.10
9414750 20050502 04:06   0.200 260.000   0.800  15.000  15.900 1019.20
9414750 20050502 04:12   0.400 274.000   1.800  15.100  15.900 1019.20
9414750 20050502 04:18   0.400 280.000   2.200  15.100  15.900 1019.10
9414750 20050502 04:24   1.300 269.000   2.300  15.100  15.900 1019.20
9414750 20050502 04:30   2.100 274.000   3.500  15.100  15.900 1019.30
9414750 20050502 04:36   3.600 273.000   4.900  15.000  16.000 1019.30
9414750 20050502 04:42   3.600 273.000   4.900  15.000  16.000 1019.30
9414750 20050502 04:48   3.800 276.000   5.200  14.900  16.000 1019.30
9414750 20050502 04:54   3.700 277.000   5.100  14.900  16.000 1019.30
9414750 20050502 05:00   3.400 280.000   4.700  14.900  16.100 1019.50
9414750 20050502 05:06   3.100 280.000   4.200  15.000  16.100 1019.50
9414750 20050502 05:12   2.700 273.000   3.500  15.000  16.200 1019.50
9414750 20050502 05:18   2.900 278.000   3.600  14.900  16.200 1019.40
9414750 20050502 05:24                                                
9414750 20050502 05:30   3.000 271.000   3.900  15.000  16.300 1019.50
9414750 20050502 05:36                                                
9414750 20050502 05:42   3.000 272.000   3.800  14.700  16.300 1019.30
9414750 20050502 05:48   3.000 267.000   4.100  14.600  16.300 1019.30
9414750 20050502 05:54   2.900 268.000   4.600  14.500  16.400 1019.30
9414750 20050502 06:00   3.400 269.000   4.500  14.400  16.500 1019.30
9414750 20050502 06:06   3.800 271.000   4.600  14.500  16.500 1019.30
9414750 20050502 06:12   3.300 273.000   4.500  14.600  16.600 1019.40
9414750 20050502 06:18   3.500 274.000   4.800  14.500  16.600 1019.50
9414750 20050502 06:24   3.600 274.000   4.500  14.500  16.700 1019.50
9414750 20050502 06:30   2.900 272.000   4.000  14.500  16.700 1019.50
9414750 20050502 06:36                                                
9414750 20050502 06:42   3.600 272.000   5.500  14.400  16.800 1019.50
9414750 20050502 06:48   3.500 271.000   4.800  14.200  16.800 1019.40
9414750 20050502 06:54   3.200 267.000   4.800  14.100  16.800 1019.50
9414750 20050502 07:00   2.800 267.000   4.500  14.100  16.800 1019.50
9414750 20050502 07:06   2.700 265.000   4.200  13.900  16.800 1019.50
9414750 20050502 07:12   2.500 269.000   3.600  13.900  16.900 1019.50
9414750 20050502 07:18   2.700 263.000   3.500  13.900  16.900 1019.50
9414750 20050502 07:24   2.900 269.000   3.900  13.900  16.900 1019.50
9414750 20050502 07:30   3.000 266.000   4.300  13.800  16.900 1019.50
9414750 20050502 07:36   3.000 263.000   4.400  13.900  16.900 1019.50
9414750 20050502 07:42   3.200 267.000   4.300  13.900  17.000 1019.40
9414750 20050502 07:48   3.400 266.000   5.200  13.900  17.000 1019.30
9414750 20050502 07:54   3.400 265.000   4.900  13.900  17.000 1019.30
9414750 20050502 08:00   3.000 268.000   4.800  13.900  17.000 1019.40
9414750 20050502 08:06   3.100 273.000   4.400  13.900  17.000 1019.40
9414750 20050502 08:12   3.000 263.000   4.500  13.900  17.000 1019.40
9414750 20050502 08:18   2.700 271.000   3.800  13.900  17.000 1019.40
9414750 20050502 08:24   2.800 270.000   4.300  13.900  17.000 1019.40
9414750 20050502 08:30   3.200 273.000   4.100  13.900  17.000 1019.50
9414750 20050502 08:36   3.100 271.000   5.000  13.900  17.000 1019.50
9414750 20050502 08:42   3.300 271.000   4.700  13.900  17.000 1019.50
9414750 20050502 08:48   3.300 277.000   4.900  13.900  17.000 1019.50
9414750 20050502 08:54   3.300 277.000   5.100  13.900  17.000 1019.40
9414750 20050502 09:00   2.500 281.000   5.100  14.000  17.000 1019.30
9414750 20050502 09:06   3.600 278.000   4.700  14.000  17.000 1019.30
9414750 20050502 09:12   3.100 279.000   4.500  14.000  17.000 1019.30
9414750 20050502 09:18   3.200 279.000   4.200  14.000  17.000 1019.30
9414750 20050502 09:24   3.400 278.000   4.400  14.000  17.000 1019.30
9414750 20050502 09:30   3.000 281.000   3.500  14.000  17.000 1019.20
9414750 20050502 09:36   2.600 281.000   3.600  14.000  17.000 1019.20
9414750 20050502 09:42   3.000 277.000   3.600  14.000  17.000 1019.10
9414750 20050502 09:48   3.300 278.000   4.300  14.000  17.000 1019.30
9414750 20050502 09:54   2.700 279.000   3.400  14.000  17.000 1019.30
9414750 20050502 10:00   2.500 277.000   3.400  14.000  17.000 1019.30
9414750 20050502 10:06   2.700 275.000   3.900  14.000  17.000 1019.20
9414750 20050502 10:12                                                
9414750 20050502 10:18   3.300 273.000   3.900  13.800  17.000 1019.20
9414750 20050502 10:24   3.100 276.000   4.300  13.700  17.000 1019.20
9414750 20050502 10:30   2.400 279.000   4.000  13.700  17.000 1019.20
9414750 20050502 10:36   2.900 277.000   3.700  13.600  17.000 1019.20
9414750 20050502 10:42   3.200 279.000   3.900  13.600  17.000 1019.20
9414750 20050502 10:48   2.500 285.000   3.600  13.600  17.000 1019.20
9414750 20050502 10:54   2.300 282.000   3.200  13.500  17.000 1019.20
9414750 20050502 11:00   2.200 281.000   2.800  13.500  17.100 1019.20
9414750 20050502 11:06   2.200 281.000   3.100  13.500  17.100 1019.20
9414750 20050502 11:12   1.500 278.000   2.200  13.400  17.000 1019.30
9414750 20050502 11:18   1.600 281.000   2.500  13.400  17.000 1019.20
9414750 20050502 11:24   1.600 272.000   2.500  13.500  16.900 1019.20
9414750 20050502 11:30   1.600 277.000   2.600  13.500  16.900 1019.40
9414750 20050502 11:36   2.200 275.000   3.100  13.400  16.900 1019.30
9414750 20050502 11:42   2.500 274.000   3.600  13.300  16.800 1019.30
9414750 20050502 11:48                                                
9414750 20050502 11:54   1.800 271.000   3.000  13.300  16.800 1019.20
9414750 20050502 12:00   1.900 274.000   3.600  13.300  16.800 1019.30
9414750 20050502 12:06   0.700 265.000   2.900  13.200  16.700 1019.30
9414750 20050502 12:12   0.900 277.000   2.200  13.200  16.700 1019.30
9414750 20050502 12:18   0.200 277.000   2.300  13.300  16.700 1019.20
9414750 20050502 12:24   0.100 276.000   2.200  13.300  16.700 1019.30
9414750 20050502 12:30   0.700 272.000   2.000  13.300  16.700 1019.30
9414750 20050502 12:36   2.000 270.000   2.600  13.300  16.700 1019.30
9414750 20050502 12:42   1.900 277.000   3.200  13.300  16.600 1019.40
9414750 20050502 12:48   1.100 273.000   2.600  13.300  16.600 1019.30
9414750 20050502 12:54   0.700 277.000   2.100  13.300  16.600 1019.30
9414750 20050502 13:00   0.100 283.000   1.900  13.200  16.600 1019.40
9414750 20050502 13:06   0.000 214.000   0.200  13.200  16.600 1019.40
9414750 20050502 13:12   0.400 100.000   1.500  12.600  16.600 1019.50
