Redwood City, CA
Station ID: 9414523
Meteorological Observations

Station Date      Time Wind Sp Wind Dr Wind Gt Air Tmp H2O Tmp Baro Pr
DCP#:                        1       1       1       1       1       1
Units:                 Mtr/Sec Degrees Mtr/Sec  Degr C  Degr C   mbars
9414523 20050101 05:18   0.000 212.000   0.000   9.100  10.800 1013.10
9414523 20050101 05:24   0.000 185.000   0.000   9.200  10.800 1013.10
9414523 20050101 05:30   0.000 187.000   0.000   9.200  10.800 1013.10
9414523 20050101 05:36   0.000 209.000   0.000   9.300  10.800 1013.20
9414523 20050101 05:42   0.000 206.000   0.000   9.400  10.800 1013.30
9414523 20050101 05:48   0.000 195.000   1.500   9.300  10.800 1013.30
9414523 20050101 05:54   0.000 200.000   0.000   9.300  10.700 1013.40
9414523 20050101 06:00   0.000 211.000   0.000   9.100  10.800 1013.50
9414523 20050101 06:06   0.100 201.000   0.900   9.000  10.800 1013.60
9414523 20050101 06:12   0.900 207.000   2.900   9.000  10.800 1013.70
9414523 20050101 06:18   1.400 239.000   5.400   9.100  10.800 1013.80
9414523 20050101 06:24   1.400 209.000   3.800   9.100  10.800 1013.70
9414523 20050101 06:30   2.200 207.000   4.100   9.000  10.800 1013.70
9414523 20050101 06:36   2.400 212.000   4.100   9.100  10.800 1013.90
9414523 20050101 06:42   2.400 233.000   5.000   9.100  10.800 1014.20
9414523 20050101 06:48   4.700 255.000   5.700   8.500  10.800 1014.30
9414523 20050101 06:54   4.700 243.000   6.200   9.600  10.800 1014.30
9414523 20050101 07:00   4.800 259.000   7.400   8.800  10.800 1014.30
9414523 20050101 07:06   1.100 254.000   6.800   8.800  10.800 1014.30
9414523 20050101 07:12   0.200 221.000   1.700   8.700  10.800 1014.30
9414523 20050101 07:18   0.000 195.000   0.100   8.700  10.800 1014.30
9414523 20050101 07:24   0.300 210.000   1.700   8.700  10.800 1014.40
9414523 20050101 07:30   0.000 196.000   1.600   8.800  10.800 1014.40
9414523 20050101 07:36   0.000 182.000   1.300   8.800  10.800 1014.40
9414523 20050101 07:42   0.000 156.000   0.000   8.800  10.800 1014.40
9414523 20050101 07:48   0.000   6.000   0.000   8.800  10.800 1014.40
9414523 20050101 07:54   0.000  58.000   0.000   8.800  10.800 1014.40
9414523 20050101 08:00   0.000 115.000   0.000   8.700  10.800 1014.50
9414523 20050101 08:06   0.000  93.000   0.000   8.700  10.700 1014.50
9414523 20050101 08:12   0.000  85.000   0.000   8.800  10.800 1014.60
9414523 20050101 08:18                                                
9414523 20050101 08:24   0.000 131.000   0.000   8.900  10.800 1014.50
9414523 20050101 08:30   0.000 125.000   0.000   8.900  10.800 1014.50
9414523 20050101 08:36                           8.900  10.800 1014.60
9414523 20050101 08:42   0.000 177.000   0.400   8.800  10.800 1014.50
9414523 20050101 08:48   1.300 232.000   2.000   9.000  10.800 1014.50
9414523 20050101 08:54   1.900 266.000   3.400   9.200  10.800 1014.70
9414523 20050101 09:00   1.100 309.000   5.500   9.100  10.800 1014.50
9414523 20050101 09:06   0.400 224.000   3.900   9.200  10.800 1014.50
9414523 20050101 09:12   0.400 232.000   1.700   9.200  10.800 1014.60
9414523 20050101 09:18   0.400 208.000   1.600   9.100  10.800 1014.70
9414523 20050101 09:24   0.500 191.000   1.900   9.100  10.800 1014.70
9414523 20050101 09:30   0.000 187.000   1.700   8.900  10.800 1014.80
9414523 20050101 09:36   0.000 185.000   0.100   8.900  10.800 1014.80
9414523 20050101 09:42   0.000 199.000   0.000   8.900  10.800 1014.80
9414523 20050101 09:48   0.300 178.000   1.600   8.600  10.800 1014.80
9414523 20050101 09:54   0.000 183.000   1.500   8.500  10.800 1014.70
9414523 20050101 10:00   0.100 186.000   1.200   8.400  10.800 1014.80
9414523 20050101 10:06   0.500 200.000   1.600   8.400  10.800 1014.90
9414523 20050101 10:12   0.000 188.000   1.900   8.400  10.800 1015.00
9414523 20050101 10:18   1.100 200.000   2.300   8.300  10.800 1015.00
9414523 20050101 10:24   0.100 190.000   3.000   8.200  10.800 1015.00
9414523 20050101 10:30   1.400 206.000   3.400   8.300  10.800 1015.00
9414523 20050101 10:36   0.500 220.000   1.800   8.400  10.800 1015.10
9414523 20050101 10:42   2.100 217.000   3.500   8.500  10.800 1015.10
9414523 20050101 10:48   0.900 240.000   4.200   8.700  10.800 1015.10
9414523 20050101 10:54   1.000 223.000   2.000   8.800  10.800 1015.20
9414523 20050101 11:00   0.200 228.000   2.000   8.900  10.800 1015.30
9414523 20050101 11:06   0.600 228.000   1.700   8.900  10.800 1015.30
9414523 20050101 11:12   0.500 206.000   1.500   8.800  10.800 1015.30
9414523 20050101 11:18   0.200 184.000   1.600   8.600  10.800 1015.40
9414523 20050101 11:24   0.200 174.000   1.700   8.300  10.800 1015.40
9414523 20050101 11:30   0.800 181.000   2.600   8.200  10.800 1015.40
9414523 20050101 11:36   0.900 195.000   3.900   8.200  10.800 1015.40
9414523 20050101 11:42   1.200 191.000   3.100   8.100  10.800 1015.30
9414523 20050101 11:48   0.900 193.000   3.200   8.000  10.800 1015.40
9414523 20050101 11:54   1.000 192.000   3.500   7.900  10.800 1015.40
9414523 20050101 12:00   1.900 188.000   3.300   7.900  10.800 1015.40
9414523 20050101 12:06   1.000 196.000   2.300   7.900  10.800 1015.50
9414523 20050101 12:12   0.200 185.000   1.600   7.900  10.800 1015.60
9414523 20050101 12:18   0.400 193.000   1.700   7.800  10.800 1015.60
9414523 20050101 12:24   0.700 193.000   2.500   7.900  10.800 1015.70
9414523 20050101 12:30   0.000 204.000   1.900   7.900  10.800 1015.80
9414523 20050101 12:36   0.000 204.000   0.100   7.900  10.800 1015.90
9414523 20050101 12:42   0.000 308.000   0.000   7.800  10.800 1015.90
9414523 20050101 12:48   0.000 200.000   0.000   7.900  10.800 1015.90
9414523 20050101 12:54   0.000 211.000   0.000   7.800  10.800 1015.90
9414523 20050101 13:00   0.000 223.000   0.000   7.900  10.800 1015.90
9414523 20050101 13:06   0.000 214.000   0.000   7.900  10.800 1016.10
9414523 20050101 13:12   0.000 205.000   0.000   8.100  10.800 1016.20
9414523 20050101 13:18   1.500 193.000   1.800   8.200  10.800 1016.20
9414523 20050101 13:24   0.300 186.000   1.600   8.300  10.800 1016.20
9414523 20050101 13:30   0.300 185.000   1.600   8.400  10.800 1016.10
9414523 20050101 13:36   0.000 191.000   1.500   8.400  10.800 1016.30
9414523 20050101 13:42   0.300 187.000   1.500   8.300  10.800 1016.40
9414523 20050101 13:48   0.100 177.000   1.600   8.200  10.800 1016.40
9414523 20050101 13:54   0.000 167.000   0.800   8.100  10.800 1016.40
9414523 20050101 14:00   0.100 186.000   1.500   8.000  10.800 1016.50
9414523 20050101 14:06   0.000 182.000   1.300   8.000  10.800 1016.60
9414523 20050101 14:12   0.000 172.000   0.300   7.900  10.800 1016.70
9414523 20050101 14:18   0.000 176.000   0.700   7.800  10.800 1016.70
9414523 20050101 14:24   0.000 173.000   0.000   7.700  10.800 1016.70
9414523 20050101 14:30   0.000 173.000   0.300   7.700  10.800 1016.80
9414523 20050101 14:36   0.200 184.000   1.700   7.600  10.800 1017.00
9414523 20050101 14:42   0.100 219.000   0.600   7.600  10.800 1017.10
9414523 20050101 14:48   1.100 196.000   3.500   7.400  10.800 1016.80
9414523 20050101 14:54   0.900 155.000   2.900   7.800  10.800 1016.90
9414523 20050101 15:00   0.000 139.000   1.800   7.700  10.800 1016.90
9414523 20050101 15:06   0.000 143.000   1.600   7.600  10.800 1017.10
9414523 20050101 15:12   0.100 144.000   1.300   7.500  10.800 1017.20
9414523 20050101 15:18   0.000 144.000   1.500   7.500  10.800 1017.10
9414523 20050101 15:24   0.100 159.000   1.000   7.400  10.800 1017.00
9414523 20050101 15:30   1.400 150.000   2.200   7.300  10.800 1017.00
9414523 20050101 15:36   0.000 164.000   1.700   7.200  10.800 1017.30
9414523 20050101 15:42   0.300 152.000   1.400   7.200  10.800 1017.30
9414523 20050101 15:48   0.100 152.000   1.300   7.200  10.800 1017.30
9414523 20050101 15:54   0.000 149.000   0.200   7.300  10.800 1017.30
9414523 20050101 16:00   0.000 166.000   0.000   7.300  10.800 1017.40
9414523 20050101 16:06   0.000 136.000   0.000   7.400  10.800 1017.40
9414523 20050101 16:12   0.000 144.000   1.500   7.500  10.800 1017.50
9414523 20050101 16:18   0.600 135.000   2.100   7.400  10.800 1017.60
9414523 20050101 16:24   0.100 152.000   1.500          10.800 1017.60
9414523 20050101 16:30   1.700 146.000   2.500   7.400  10.800 1017.60
9414523 20050101 16:36   0.000 154.000   1.700   7.600  10.800 1017.80
9414523 20050101 16:42   0.900 152.000   1.800   7.500  10.800 1017.90
9414523 20050101 16:48   0.300 160.000   1.500   7.800  10.800 1018.10
9414523 20050101 16:54   0.000 164.000   1.400   7.800  10.800 1018.20
9414523 20050101 17:00   0.500 143.000   1.600   7.900  10.700 1018.20
9414523 20050101 17:06   0.000 149.000   1.200   8.100  10.700 1018.10
9414523 20050101 17:12   0.100 142.000   1.500   8.300  10.800 1018.20
9414523 20050101 17:18   0.200 154.000   1.500   8.600  10.700 1018.30
9414523 20050101 17:24   0.300 160.000   2.300   8.800  10.700 1018.50
9414523 20050101 17:30   0.000 162.000   1.600   8.900  10.700 1018.60
9414523 20050101 17:36   0.000 160.000   0.000   8.900  10.700 1018.40
9414523 20050101 17:42   0.000 166.000   1.300   9.300  10.800 1018.50
9414523 20050101 17:48                                                
9414523 20050101 17:54   0.000 189.000   1.400   9.500  10.800 1018.60
9414523 20050101 18:00   0.000 152.000   0.200   9.600  10.800 1018.60
9414523 20050101 18:06   0.000 152.000   1.000   9.700  10.800 1018.80
9414523 20050101 18:12   0.000 146.000   0.200  10.100  10.800 1018.80
9414523 20050101 18:18   0.000 135.000   0.600  10.400  10.800 1018.90
9414523 20050101 18:24   0.000 118.000   0.000  10.500  10.800 1018.90
9414523 20050101 18:30   0.000 149.000   0.000  10.800  10.800 1018.90
9414523 20050101 18:36   0.000 144.000   0.000          10.800 1019.00
9414523 20050101 18:42   0.000 110.000   1.600  11.100  10.800 1019.00
9414523 20050101 18:48   0.100 146.000   1.600  11.000  10.800 1019.00
9414523 20050101 18:54   0.700 145.000   1.700  11.400  10.700 1018.90
9414523 20050101 19:00   0.100 129.000   1.700  11.600  10.800 1018.90
9414523 20050101 19:06   0.800 224.000   3.000  11.700  10.800 1018.90
9414523 20050101 19:12                                                
9414523 20050101 19:18   3.700 198.000   5.700  11.600  10.800 1018.80
9414523 20050101 19:24   3.900 203.000   5.900  11.800  10.800 1018.60
9414523 20050101 19:30   3.000 212.000   4.800  11.600  10.800 1018.50
9414523 20050101 19:36   3.400 210.000   5.200  11.800  10.800 1018.50
9414523 20050101 19:42   3.600 225.000   5.200  11.700  10.800 1018.40
9414523 20050101 19:48   2.500 196.000   5.800  11.700  10.800 1018.40
9414523 20050101 19:54   4.000 212.000   5.300  11.300  10.800 1018.40
9414523 20050101 20:00   3.000 213.000   4.700  11.300  10.800 1018.50
9414523 20050101 20:06   3.800 224.000   5.000  11.200  10.800 1018.20
9414523 20050101 20:12   5.200 202.000   6.700  10.400  10.800 1018.20
9414523 20050101 20:18   3.300 216.000   6.400  10.700  10.800 1018.10
9414523 20050101 20:24   1.300 213.000   3.800  10.900  10.800 1018.10
9414523 20050101 20:30   0.300 210.000   3.600  11.000  10.800 1018.00
9414523 20050101 20:36   1.600 208.000   3.000  11.000  10.800 1017.90
9414523 20050101 20:42   2.000 227.000   3.800  11.000  10.800 1017.90
9414523 20050101 20:48   3.600 208.000   5.500  10.700  10.800 1017.90
9414523 20050101 20:54   3.800 222.000   6.300  10.500  10.800 1017.80
9414523 20050101 21:00   2.800 218.000   4.600  10.200  10.800 1017.80
9414523 20050101 21:06   2.000 230.000   4.000  10.400  10.800 1017.80
9414523 20050101 21:12   3.800 211.000   5.100  10.100  10.800 1017.80
9414523 20050101 21:18   2.300 207.000   4.500  10.000  10.800 1017.60
9414523 20050101 21:24   0.700 199.000   2.200  10.300  10.800 1017.40
9414523 20050101 21:30   0.800 194.000   3.400  10.600  10.800 1017.40
9414523 20050101 21:36   0.800 181.000   3.400  10.700  10.800 1017.60
9414523 20050101 21:42   1.000 187.000   3.000  10.800  10.800 1017.50
9414523 20050101 21:48   2.200 194.000   4.400  10.600  10.800 1017.50
9414523 20050101 21:54   1.200 210.000   3.400  10.600  10.800 1017.40
9414523 20050101 22:00   2.900 218.000   4.900  10.900  10.800 1017.40
9414523 20050101 22:06   4.900 208.000   7.100  10.400  10.800 1017.70
9414523 20050101 22:12   2.500 212.000   7.400  10.200  10.800 1017.60
9414523 20050101 22:18   3.400 212.000   5.500  10.000  10.800 1017.60
9414523 20050101 22:24   3.200 207.000   6.200   9.800  10.800 1017.40
9414523 20050101 22:30   4.000 207.000   5.300   9.600  10.800 1017.30
9414523 20050101 22:36   1.900 198.000   3.900   9.900  10.800 1017.50
9414523 20050101 22:42   1.500 206.000   3.700  10.200  10.800 1017.50
9414523 20050101 22:48   1.700 200.000   3.800  10.600  10.700 1017.40
9414523 20050101 22:54   1.400 206.000   5.300  10.700  10.800 1017.30
9414523 20050101 23:00   0.900 202.000   4.700  10.700  10.800 1017.40
9414523 20050101 23:06   1.300 202.000   4.000  10.700  10.800 1017.30
9414523 20050101 23:12   2.800 216.000   4.400  10.600  10.800 1017.30
9414523 20050101 23:18   2.700 223.000   4.700  10.400  10.800 1017.30
9414523 20050101 23:24   0.400 202.000   4.100  10.200  10.700 1017.30
9414523 20050101 23:30   0.000 195.000   0.900  10.400  10.700 1017.30
9414523 20050101 23:36   0.200 197.000   2.500  10.800  10.800 1017.30
9414523 20050101 23:42   0.100 229.000   2.000  11.100  10.800 1017.20
9414523 20050101 23:48   1.700 218.000   4.000  10.900  10.800 1017.20
9414523 20050101 23:54   1.100 215.000   4.200  11.000  10.800 1017.30
9414523 20050102 00:00   3.000 214.000   4.400  10.900  10.800 1017.30
9414523 20050102 00:06   0.800 225.000   4.700  10.700  10.800 1017.30
9414523 20050102 00:12   0.400 208.000   4.300  10.600  10.800 1017.40
9414523 20050102 00:18   2.000 214.000   3.400  10.600  10.800 1017.30
9414523 20050102 00:24   2.400 212.000   4.300  10.600  10.800 1017.20
9414523 20050102 00:30   3.300 226.000   4.800  10.700  10.700 1017.30
9414523 20050102 00:36   4.700 251.000   5.500  10.100  10.700 1017.40
9414523 20050102 00:42   3.800 275.000   4.900   9.900  10.800 1017.40
9414523 20050102 00:48   4.500 285.000   5.000   9.600  10.800 1017.40
9414523 20050102 00:54   4.300 283.000   5.000   9.500  10.700 1017.30
9414523 20050102 01:00   4.500 273.000   5.400   9.400  10.700 1017.30
9414523 20050102 01:06   3.600 270.000   4.800   9.400  10.800 1017.30
9414523 20050102 01:12                                                
9414523 20050102 01:18   0.100 269.000   3.000   9.300  10.700 1017.30
9414523 20050102 01:24   1.200 279.000   1.800   9.100  10.700 1017.20
9414523 20050102 01:30   0.200 283.000   2.000   9.100  10.700 1017.20
9414523 20050102 01:36   0.100 273.000   1.500   9.300  10.800 1017.30
9414523 20050102 01:42   0.000 229.000   0.000   9.200  10.800 1017.40
9414523 20050102 01:48   0.000 203.000   0.000   9.100  10.800 1017.40
9414523 20050102 01:54   0.000 214.000   0.000   9.200  10.800 1017.60
9414523 20050102 02:00   0.000 244.000   0.000   9.400  10.800 1017.70
9414523 20050102 02:06   0.000 224.000   0.000   9.500  10.800 1017.60
9414523 20050102 02:12   0.000 264.000   0.000   9.500  10.800 1017.70
9414523 20050102 02:18   0.000 257.000   0.300   9.400  10.800 1017.60
9414523 20050102 02:24   0.000 244.000   0.000   9.500  10.800 1017.60
9414523 20050102 02:30   0.000 229.000   0.000   9.500  10.800 1017.60
9414523 20050102 02:36   0.000 185.000   0.000   9.500  10.800 1017.50
9414523 20050102 02:42   0.000 188.000   0.000   9.600  10.800 1017.50
9414523 20050102 02:48   0.000 183.000   0.000   9.500  10.800 1017.50
9414523 20050102 02:54   0.000 171.000   0.000   9.500  10.800 1017.60
9414523 20050102 03:00   0.000 179.000   0.000   9.400  10.800 1017.60
9414523 20050102 03:06   0.000 166.000   0.000   9.400  10.800 1017.60
9414523 20050102 03:12   0.000 171.000   0.000   9.300  10.800 1017.60
9414523 20050102 03:18   0.100 178.000   1.600   9.200  10.800 1017.70
9414523 20050102 03:24   0.300 185.000   1.500   9.000  10.800 1017.70
9414523 20050102 03:30   1.200 157.000   1.800   8.900  10.800 1017.70
9414523 20050102 03:36   0.100 155.000   1.600   8.800  10.800 1017.70
9414523 20050102 03:42   0.000 177.000   0.100   8.800  10.800 1017.60
9414523 20050102 03:48   0.000 165.000   0.000   8.800  10.800 1017.60
9414523 20050102 03:54   0.100 154.000   1.400   8.600  10.800 1017.50
9414523 20050102 04:00   0.000 171.000   1.300   8.600  10.800 1017.50
9414523 20050102 04:06   0.000 191.000   0.000   8.600  10.800 1017.60
9414523 20050102 04:12   0.000 207.000   0.000   8.500  10.800 1017.60
9414523 20050102 04:18   0.000 202.000   0.000   8.400  10.800 1017.60
9414523 20050102 04:24   0.300 190.000   1.700   8.400  10.800 1017.70
9414523 20050102 04:30   0.000 195.000   1.700   8.300  10.800 1017.60
9414523 20050102 04:36   0.000 192.000   0.000   8.400  10.800 1017.50
9414523 20050102 04:42   0.000 188.000   0.000   8.400  10.800 1017.60
9414523 20050102 04:48   0.000 154.000   0.000   8.500  10.800 1017.60
9414523 20050102 04:54   0.000 168.000   0.000   8.500  10.800 1017.80
9414523 20050102 05:00   0.000 188.000   0.000   8.500  10.800 1017.80
9414523 20050102 05:06   0.000 189.000   0.000   8.600  10.800 1017.80
9414523 20050102 05:12   0.000 170.000   0.000   8.600  10.800 1017.80
9414523 20050102 05:18   0.000 126.000   0.000   8.600  10.800 1017.80
9414523 20050102 05:24   0.000 166.000   0.000   8.500  10.800 1017.70
9414523 20050102 05:30   0.000 176.000   0.600   8.600  10.800 1017.70
9414523 20050102 05:36   0.700 139.000   1.800   8.700  10.800 1017.80
9414523 20050102 05:42   0.400 148.000   1.600   8.700  10.800 1017.80
9414523 20050102 05:48   1.000 131.000   2.400   8.800  10.800 1017.70
9414523 20050102 05:54   1.600 151.000   3.300   9.000  10.800 1017.60
9414523 20050102 06:00   1.100 150.000   3.400   9.000  10.800 1017.60
9414523 20050102 06:06   1.400 150.000   4.000   9.200  10.800 1017.60
9414523 20050102 06:12   0.400 144.000   1.800   9.200  10.800 1017.70
9414523 20050102 06:18                                                
9414523 20050102 06:24   1.600 151.000   3.400   9.200  10.800 1017.60
9414523 20050102 06:30   0.100 171.000   3.300   9.300  10.800 1017.50
9414523 20050102 06:36   0.600 166.000   1.700   9.300  10.800 1017.60
9414523 20050102 06:42   0.000 152.000   1.700   9.300  10.800 1017.50
9414523 20050102 06:48   0.000 164.000   1.500   9.300  10.800 1017.50
9414523 20050102 06:54   0.000 175.000   0.000   9.200  10.800 1017.50
9414523 20050102 07:00   0.000 205.000   0.000   9.100  10.800 1017.50
9414523 20050102 07:06   0.000 151.000   0.600   9.100  10.800 1017.60
9414523 20050102 07:12   0.000 207.000   0.000   9.100  10.800 1017.60
9414523 20050102 07:18   0.000 191.000   0.000   9.100  10.800 1017.60
9414523 20050102 07:24   0.000 199.000   0.000   9.100  10.800 1017.70
9414523 20050102 07:30   0.000 145.000   0.000   9.100  10.800 1017.60
9414523 20050102 07:36   0.000 133.000   0.000   9.100  10.800 1017.60
9414523 20050102 07:42   0.000 135.000   0.000   9.000  10.800 1017.60
9414523 20050102 07:48   0.000 176.000   1.500   8.800  10.800 1017.50
9414523 20050102 07:54   0.000 135.000   0.000   8.800  10.800 1017.30
9414523 20050102 08:00   0.000 152.000   0.000   8.700  10.800 1017.40
9414523 20050102 08:06   0.100 146.000   1.300   8.700  10.800 1017.50
9414523 20050102 08:12   0.000 176.000   0.800   8.700  10.800 1017.40
9414523 20050102 08:18                                                
9414523 20050102 08:24   0.000 192.000   0.000   8.600  10.800 1017.20
9414523 20050102 08:30                                                
9414523 20050102 08:36   0.000 146.000   0.300   8.500  10.800 1017.00
9414523 20050102 08:42   0.000 134.000   0.000   8.600  10.800 1017.00
9414523 20050102 08:48   0.000 119.000   0.100   8.500  10.800 1016.90
9414523 20050102 08:54   0.200 124.000   1.700   8.500  10.800 1016.90
9414523 20050102 09:00   0.000 155.000   0.400   8.400  10.800 1016.90
9414523 20050102 09:06   0.200 124.000   1.600   8.300  10.800 1016.80
9414523 20050102 09:12   0.000 129.000   1.400   8.300  10.800 1016.70
9414523 20050102 09:18   0.300 136.000   1.500   8.300  10.800 1016.70
9414523 20050102 09:24   0.000 157.000   0.000   8.200  10.800 1016.50
9414523 20050102 09:30   0.100 147.000   1.500   8.200  10.800 1016.40
9414523 20050102 09:36   0.000 142.000   1.600   8.000  10.800 1016.50
9414523 20050102 09:42   0.000 164.000   0.300   8.000  10.800 1016.60
9414523 20050102 09:48   0.000 163.000   0.000   7.900  10.800 1016.50
9414523 20050102 09:54   0.200 148.000   1.500   7.900  10.800 1016.30
9414523 20050102 10:00   0.200 181.000   1.600   7.800  10.800 1016.10
9414523 20050102 10:06   1.200 144.000   1.900   7.800  10.800 1016.20
9414523 20050102 10:12   0.300 203.000   1.600   7.700  10.800 1016.30
9414523 20050102 10:18   1.200 187.000   3.100   7.700  10.800 1016.30
9414523 20050102 10:24   0.100 196.000   1.700   7.800  10.800 1016.20
9414523 20050102 10:30   0.400 223.000   2.100   7.900  10.800 1016.20
9414523 20050102 10:36   1.000 231.000   3.400   7.800  10.800 1016.20
9414523 20050102 10:42   0.200 203.000   3.400   7.600  10.800 1016.10
9414523 20050102 10:48   0.000 175.000   1.500   7.600  10.800 1016.10
9414523 20050102 10:54   0.100 169.000   1.600   7.600  10.800 1016.00
9414523 20050102 11:00   0.100 165.000   1.400   7.600  10.800 1016.00
9414523 20050102 11:06   0.000 166.000   1.000   7.600  10.800 1015.90
9414523 20050102 11:12   0.100 177.000   1.800   7.700  10.800 1015.90
9414523 20050102 11:18   2.000 165.000   4.000   7.900  10.800 1015.90
9414523 20050102 11:24   0.900 168.000   3.700   8.000  10.800 1015.90
9414523 20050102 11:30   0.400 177.000   3.400   8.100  10.800 1015.90
9414523 20050102 11:36   1.600 167.000   4.200   8.200  10.800 1015.70
9414523 20050102 11:42   0.900 169.000   4.600   8.400  10.800 1015.60
9414523 20050102 11:48   1.300 182.000   4.000   8.500  10.800 1015.60
9414523 20050102 11:54   0.800 183.000   3.400   8.500  10.800 1015.50
9414523 20050102 12:00   0.200 174.000   2.800   8.500  10.800 1015.40
9414523 20050102 12:06   0.500 187.000   3.600   8.500  10.800 1015.30
9414523 20050102 12:12   0.300 180.000   3.700   8.600  10.800 1015.20
9414523 20050102 12:18   0.600 167.000   2.300   8.600  10.800 1015.10
9414523 20050102 12:24   0.500 171.000   2.800   8.700  10.800 1015.10
9414523 20050102 12:30   0.800 167.000   3.500   8.700  10.800 1015.10
9414523 20050102 12:36   1.200 153.000   2.200   8.800  10.800 1015.00
9414523 20050102 12:42   0.000 180.000   1.800   8.700  10.800 1015.00
9414523 20050102 12:48   0.000 144.000   1.500   8.700  10.800 1015.00
9414523 20050102 12:54   0.400 163.000   1.700   8.600  10.800 1014.80
9414523 20050102 13:00   0.000 149.000   0.000   8.600  10.800 1014.80
9414523 20050102 13:06   0.000 152.000   0.000   8.600  10.800 1014.90
