San Francisco, CA 	
Station ID: 9414290	
Meteorological Observations

Station Date      Time Wind Sp Wind Dr Wind Gt Air Tmp H2O Tmp Baro Pr
DCP#:                        1       1       1       1       1       1
Units:                 Mtr/Sec Degrees Mtr/Sec  Degr C  Degr C   mbars
Data%:  StnDtm     GMT  99.226  99.226  99.226  98.988   0.000  99.137  
Maximum:                 9.900 359.000  14.000  13.600   0.000 1027.10  
Minimum:                 0.000   0.000   0.000   5.400   0.000 991.100  
------- -------- ----- ------- ------- ------- ------- ------- ------- 
9414290 20050101 06:42   1.600 125.000   3.500   9.500         1012.70
9414290 20050101 06:48   1.700 160.000   3.000   9.600         1012.80
9414290 20050101 06:54   0.500 165.000   5.000  10.100         1012.90
9414290 20050101 07:00   1.700 157.000   5.600  10.200         1012.90
9414290 20050101 07:06   1.200 170.000   3.800  10.200         1012.90
9414290 20050101 07:12   2.300 208.000   4.500  10.100         1013.00
9414290 20050101 07:18   1.000 183.000   5.700  10.100         1012.90
9414290 20050101 07:24   6.400 211.000   9.900   9.100         1013.30
9414290 20050101 07:30   2.600 219.000   6.500   8.900         1013.20
9414290 20050101 07:36   0.200 166.000   4.300   9.200         1013.20
9414290 20050101 07:42   2.800 161.000   4.100   9.200         1013.20
9414290 20050101 07:48   1.800 172.000   4.900   9.400         1013.20
9414290 20050101 07:54   1.000 141.000   4.600   9.400         1013.20
9414290 20050101 08:00   1.600 137.000   3.800   9.400         1013.20
9414290 20050101 08:06   2.000 132.000   3.300   9.300         1013.30
9414290 20050101 08:12   1.900 118.000   2.700   9.300         1013.30
9414290 20050101 08:18                                                
9414290 20050101 08:24   2.800 191.000   5.200   9.800         1013.20
9414290 20050101 08:30   5.800 219.000   7.900  10.000         1013.10
9414290 20050101 08:36                           9.100         1013.30
9414290 20050101 08:42   2.000 200.000   9.100   9.100         1013.30
9414290 20050101 08:48   4.300 195.000   6.400   9.000         1013.40
9414290 20050101 08:54   2.200 187.000   6.200   8.600         1013.50
9414290 20050101 09:00   1.800 173.000   3.600   8.500         1013.40
9414290 20050101 09:06   0.500 172.000   2.600   8.500         1013.50
9414290 20050101 09:12   1.800 209.000   3.100   8.500         1013.50
9414290 20050101 09:18   0.800 176.000   4.100   8.600         1013.60
9414290 20050101 09:24   0.600 181.000   3.000   8.600         1013.60
9414290 20050101 09:30   1.200 155.000   2.000   8.300         1013.60
9414290 20050101 09:36   1.000 163.000   2.200   8.400         1013.60
9414290 20050101 09:42   0.000 127.000   0.000   8.400         1013.60
9414290 20050101 09:48   0.000 318.000   0.000   8.600         1013.60
9414290 20050101 09:54   0.900  68.000   1.700   8.400         1013.70
9414290 20050101 10:00   0.100 113.000   1.100   8.000         1013.80
9414290 20050101 10:06   0.100 147.000   0.900   7.800         1013.80
9414290 20050101 10:12   1.400 126.000   1.900   7.600         1013.90
9414290 20050101 10:18   1.600 118.000   1.900   7.400         1014.00
9414290 20050101 10:24   0.500 125.000   1.800   7.400         1013.90
9414290 20050101 10:30   1.500 119.000   1.800   7.400         1014.00
9414290 20050101 10:36   1.500 138.000   1.700   7.400         1014.00
9414290 20050101 10:42   0.200 129.000   1.600   7.400         1014.20
9414290 20050101 10:48   1.600 120.000   1.800   7.300         1014.10
9414290 20050101 10:54   0.200 106.000   1.700   7.300         1014.10
9414290 20050101 11:00   1.200  80.000   1.700   7.400         1014.20
9414290 20050101 11:06   0.000 111.000   0.700   7.500         1014.20
9414290 20050101 11:12   0.500 108.000   1.800   7.400         1014.40
9414290 20050101 11:18   0.800  98.000   1.600   7.500         1014.30
9414290 20050101 11:24   1.300 161.000   2.300   7.500         1014.30
9414290 20050101 11:30   4.200 196.000   6.800   8.600         1014.70
9414290 20050101 11:36   4.500 195.000   7.000   8.600         1014.70
9414290 20050101 11:42   2.400 162.000   5.000   8.400         1014.70
9414290 20050101 11:48   1.300  85.000   2.200   8.400         1014.60
9414290 20050101 11:54   0.700 149.000   3.000   8.200         1014.50
9414290 20050101 12:00   1.700  85.000   2.100   7.900         1014.50
9414290 20050101 12:06   0.800 108.000   1.800   7.600         1014.50
9414290 20050101 12:12   1.700 116.000   2.000   7.100         1014.60
9414290 20050101 12:18   2.000 124.000   2.500   6.900         1014.70
9414290 20050101 12:24   1.800 126.000   2.300   6.700         1014.70
9414290 20050101 12:30   1.900 120.000   2.600   6.900         1014.80
9414290 20050101 12:36   1.900 143.000   3.700   6.900         1014.80
9414290 20050101 12:42   1.400 159.000   3.100   8.000         1014.90
9414290 20050101 12:48   2.200 142.000   3.200   8.800         1014.80
9414290 20050101 12:54   1.600 141.000   3.000   8.900         1014.80
9414290 20050101 13:00   2.100 129.000   3.000   8.500         1014.80
9414290 20050101 13:06   1.800 136.000   3.000   8.200         1014.90
9414290 20050101 13:12   1.800 144.000   3.300   8.900         1015.00
9414290 20050101 13:18   1.900 116.000   3.000   8.500         1015.00
9414290 20050101 13:24   2.000 127.000   2.700   8.500         1015.00
9414290 20050101 13:30   2.100 123.000   2.400   8.200         1015.10
9414290 20050101 13:36   2.400 127.000   3.100   8.200         1015.10
9414290 20050101 13:42   1.800 139.000   2.700   8.400         1015.20
9414290 20050101 13:48   2.100 123.000   2.500   8.000         1015.30
9414290 20050101 13:54   1.800 123.000   3.300   7.400         1015.30
9414290 20050101 14:00   1.700 121.000   2.300   7.400         1015.30
9414290 20050101 14:06   1.800 123.000   2.300   7.000         1015.30
9414290 20050101 14:12   1.900 123.000   2.500   7.000         1015.50
9414290 20050101 14:18   1.800 121.000   2.500   7.400         1015.60
9414290 20050101 14:24   2.000 117.000   2.400   7.000         1015.60
9414290 20050101 14:30   2.000 119.000   2.400   7.000         1015.60
9414290 20050101 14:36   1.800 118.000   2.300   7.300         1015.60
9414290 20050101 14:42   1.700 129.000   2.300   7.100         1015.60
9414290 20050101 14:48   1.900 125.000   2.300   6.900         1015.70
9414290 20050101 14:54   2.100 119.000   2.600   6.500         1015.80
9414290 20050101 15:00   1.900 120.000   2.300   6.600         1015.80
9414290 20050101 15:06   2.100 122.000   2.300   6.600         1015.80
9414290 20050101 15:12   2.200 121.000   2.500   6.600         1015.90
9414290 20050101 15:18   2.200 127.000   2.500   6.600         1015.90
9414290 20050101 15:24   1.900 125.000   2.400   6.800         1016.00
9414290 20050101 15:30   2.200 121.000   2.500   6.800         1016.00
9414290 20050101 15:36   2.000 123.000   2.400   6.800         1016.10
9414290 20050101 15:42   2.100 114.000   2.300   6.900         1016.10
9414290 20050101 15:48   2.000 123.000   2.200   7.200         1016.30
9414290 20050101 15:54   1.900 118.000   2.100   7.200         1016.30
9414290 20050101 16:00   1.700 116.000   2.300   7.600         1016.40
9414290 20050101 16:06   1.700 111.000   2.000   8.200         1016.50
9414290 20050101 16:12   1.400 114.000   2.000   8.500         1016.50
9414290 20050101 16:18   0.700 108.000   1.700   8.500         1016.50
9414290 20050101 16:24   1.000  98.000   1.700                 1016.70
9414290 20050101 16:30   1.000 123.000   2.100   8.400         1016.70
9414290 20050101 16:36   0.900 132.000   1.500   8.400         1016.70
9414290 20050101 16:42   1.400 124.000   1.800   8.400         1016.90
9414290 20050101 16:48   2.500 107.000   3.200   8.400         1016.90
9414290 20050101 16:54   1.800 100.000   3.100   8.800         1017.00
9414290 20050101 17:00   1.400 108.000   2.200   9.100         1017.00
9414290 20050101 17:06   0.400  82.000   1.900   9.300         1017.10
9414290 20050101 17:12   2.200  81.000   2.900   9.700         1017.20
9414290 20050101 17:18   1.800  79.000   2.400   9.300         1017.20
9414290 20050101 17:24   2.600  78.000   3.000   9.200         1017.30
9414290 20050101 17:30   2.700  81.000   3.200   9.100         1017.40
9414290 20050101 17:36   2.000  78.000   2.800   9.100         1017.40
9414290 20050101 17:42   2.800  77.000   3.500   9.200         1017.40
9414290 20050101 17:48   1.800  84.000   3.300   9.400         1017.60
9414290 20050101 17:54   0.800  99.000   2.100   9.400         1017.60
9414290 20050101 18:00   1.000 164.000   2.700   9.400         1017.70
9414290 20050101 18:06   3.100 119.000   4.500   9.500         1018.00
9414290 20050101 18:12   0.100  66.000   2.900   9.200         1018.00
9414290 20050101 18:18   1.900  66.000   2.300   9.300         1018.00
9414290 20050101 18:24   2.300  78.000   2.600   9.500         1018.10
9414290 20050101 18:30   1.900  98.000   2.900   9.400         1018.10
9414290 20050101 18:36   2.000  95.000   3.100                 1018.10
9414290 20050101 18:42   2.100  81.000   3.400   9.800         1018.10
9414290 20050101 18:48   2.900  68.000   3.700   9.900         1018.10
9414290 20050101 18:54   2.700  69.000   3.900  10.200         1018.10
9414290 20050101 19:00   2.400  62.000   3.600  10.200         1018.10
9414290 20050101 19:06   2.100  58.000   2.800  10.800         1018.00
9414290 20050101 19:12   2.600  94.000   3.700  11.100         1017.90
9414290 20050101 19:18   2.700 109.000   3.500  11.100         1017.90
9414290 20050101 19:24   0.700 159.000   2.900  11.500         1017.80
9414290 20050101 19:30   2.900 160.000   4.200  11.300         1017.70
9414290 20050101 19:36   2.300 144.000   4.100  11.400         1017.80
9414290 20050101 19:42   1.800 167.000   3.400  11.400         1017.80
9414290 20050101 19:48   2.900 180.000   4.500  11.400         1017.70
9414290 20050101 19:54   1.600 179.000   5.200  11.400         1017.50
9414290 20050101 20:00   2.600 194.000   3.900  11.400         1017.50
9414290 20050101 20:06   2.700 179.000   3.600  11.100         1017.40
9414290 20050101 20:12   0.200 150.000   2.800  11.200         1017.20
9414290 20050101 20:18   2.200 131.000   4.300  11.200         1017.20
9414290 20050101 20:24   2.500 129.000   4.000  10.600         1017.20
9414290 20050101 20:30   2.800 118.000   6.800   9.200         1017.20
9414290 20050101 20:36   2.600 114.000   5.400   9.000         1017.10
9414290 20050101 20:42   1.100 127.000   3.900   9.300         1016.90
9414290 20050101 20:48   0.100 126.000   3.100  10.100         1016.90
9414290 20050101 20:54   1.000 122.000   2.200  10.700         1016.90
9414290 20050101 21:00   1.500 138.000   2.900  11.100         1016.90
9414290 20050101 21:06   2.500 149.000   5.000  11.400         1016.70
9414290 20050101 21:12   2.500 175.000   5.400  11.000         1016.70
9414290 20050101 21:18   4.200 166.000   6.800  11.200         1016.60
9414290 20050101 21:24   2.000 154.000   3.900  11.700         1016.50
9414290 20050101 21:30   2.100 176.000   4.500  11.900         1016.50
9414290 20050101 21:36   2.500 152.000   5.200  11.700         1016.50
9414290 20050101 21:42   2.300 146.000   5.200  11.600         1016.50
9414290 20050101 21:48   2.700 153.000   6.000  11.700         1016.40
9414290 20050101 21:54   5.500 144.000   7.900  11.500         1016.40
9414290 20050101 22:00   3.200 138.000   7.400  11.700         1016.40
9414290 20050101 22:06   3.700 153.000   5.800  11.700         1016.40
9414290 20050101 22:12   2.000 155.000   6.500  11.800         1016.50
9414290 20050101 22:18   4.500 137.000   6.200  11.700         1016.50
9414290 20050101 22:24   4.000 172.000   7.700  11.900         1016.40
9414290 20050101 22:30   4.100 175.000   8.100  11.700         1016.50
9414290 20050101 22:36   2.700 165.000   7.200  11.700         1016.50
9414290 20050101 22:42   2.600 165.000   6.200  11.700         1016.40
9414290 20050101 22:48   3.500 155.000   7.500  11.600         1016.40
9414290 20050101 22:54   4.300 164.000   6.900  11.600         1016.40
9414290 20050101 23:00   2.800 145.000   6.100  11.500         1016.40
9414290 20050101 23:06   2.800 130.000   5.600  11.200         1016.40
9414290 20050101 23:12   2.800 141.000   4.300  11.200         1016.40
9414290 20050101 23:18   3.500 144.000   5.100  11.100         1016.40
9414290 20050101 23:24   3.100 142.000   4.300  11.000         1016.40
9414290 20050101 23:30   2.200 133.000   4.800  10.900         1016.40
9414290 20050101 23:36   2.000 126.000   4.000  10.900         1016.40
9414290 20050101 23:42   2.300 118.000   4.700  11.000         1016.40
9414290 20050101 23:48   0.500 128.000   2.300  10.900         1016.40
9414290 20050101 23:54   2.200 138.000   3.400  10.800         1016.40
9414290 20050102 00:00   1.100 175.000   4.700  10.900         1016.40
9414290 20050102 00:06   0.600 152.000   4.800  11.000         1016.30
9414290 20050102 00:12   1.600 173.000   4.100  10.900         1016.30
9414290 20050102 00:18   1.300 159.000   2.900  10.900         1016.30
9414290 20050102 00:24   1.900 153.000   3.300  10.800         1016.30
9414290 20050102 00:30   3.000 148.000   4.500  10.700         1016.40
9414290 20050102 00:36   1.700 141.000   4.500  10.700         1016.40
9414290 20050102 00:42   2.100 114.000   4.500  10.600         1016.40
9414290 20050102 00:48   1.900  85.000   3.300  10.400         1016.40
9414290 20050102 00:54   3.000  96.000   3.700  10.300         1016.30
9414290 20050102 01:00   1.800  90.000   3.200   9.900         1016.40
9414290 20050102 01:06   2.000  97.000   3.000   9.700         1016.40
9414290 20050102 01:12   1.100 105.000   2.700   9.500         1016.40
9414290 20050102 01:18   1.900  86.000   2.600   9.500         1016.30
9414290 20050102 01:24   1.800  97.000   2.700   9.500         1016.30
9414290 20050102 01:30   1.600 107.000   2.400   9.500         1016.30
9414290 20050102 01:36   1.700 115.000   2.500   9.500         1016.40
9414290 20050102 01:42   1.000  88.000   1.900   9.500         1016.40
9414290 20050102 01:48   1.500 103.000   2.000   9.500         1016.40
9414290 20050102 01:54   1.100 105.000   1.700   9.200         1016.60
9414290 20050102 02:00   1.800 101.000   2.400   9.200         1016.60
9414290 20050102 02:06   1.700  91.000   3.100   9.400         1016.60
9414290 20050102 02:12   1.600  75.000   2.300   9.400         1016.70
9414290 20050102 02:18   1.900  82.000   2.400   9.300         1016.70
9414290 20050102 02:24   1.500  84.000   2.000   9.300         1016.70
9414290 20050102 02:30   1.500 102.000   1.800   8.800         1016.60
9414290 20050102 02:36   1.600 106.000   1.900   8.700         1016.60
9414290 20050102 02:42   1.200 113.000   1.800   8.500         1016.60
9414290 20050102 02:48   1.800 121.000   2.000   8.300         1016.60
9414290 20050102 02:54   1.700 118.000   2.100   8.300         1016.60
9414290 20050102 03:00   1.800 117.000   2.200   8.300         1016.60
9414290 20050102 03:06   1.900 118.000   2.100   8.200         1016.60
9414290 20050102 03:12   1.800 116.000   2.200   8.200         1016.60
9414290 20050102 03:18   1.900 104.000   2.200   8.400         1016.60
9414290 20050102 03:24   1.800  89.000   2.200   8.500         1016.60
9414290 20050102 03:30   1.900  86.000   3.000   8.600         1016.60
9414290 20050102 03:36   1.700  91.000   2.300   8.600         1016.60
9414290 20050102 03:42   1.200  91.000   2.000   8.600         1016.40
9414290 20050102 03:48   1.200  89.000   1.700   8.500         1016.50
9414290 20050102 03:54   1.300 104.000   1.600   8.200         1016.50
9414290 20050102 04:00   1.700  93.000   2.400   8.200         1016.50
9414290 20050102 04:06                                                
9414290 20050102 04:12   1.700 104.000   2.000   8.100         1016.60
9414290 20050102 04:18   1.800 116.000   2.200   7.900         1016.60
9414290 20050102 04:24   1.700 117.000   1.900   7.700         1016.60
9414290 20050102 04:30   1.800 116.000   2.100   7.700         1016.60
9414290 20050102 04:36   1.800 116.000   2.100   7.700         1016.60
9414290 20050102 04:42   1.900 119.000   2.300   7.700         1016.70
9414290 20050102 04:48   1.600 119.000   2.300   7.700         1016.70
9414290 20050102 04:54   1.400 116.000   1.800   7.700         1016.70
9414290 20050102 05:00   1.600 107.000   1.900   8.100         1016.70
9414290 20050102 05:06   1.300 102.000   1.900   7.600         1016.70
9414290 20050102 05:12   1.700 101.000   2.200   7.600         1016.70
9414290 20050102 05:18   1.900 101.000   2.300   7.700         1016.70
9414290 20050102 05:24   1.700 108.000   2.400   7.600         1016.70
9414290 20050102 05:30   1.500 126.000   1.900   7.600         1016.70
9414290 20050102 05:36   2.000 120.000   2.300   7.500         1016.70
9414290 20050102 05:42   2.000 110.000   2.400   7.400         1016.70
9414290 20050102 05:48   1.800 117.000   2.500   7.600         1016.60
9414290 20050102 05:54   1.800 116.000   2.100   7.600         1016.60
9414290 20050102 06:00   1.500 129.000   2.000   7.700         1016.60
9414290 20050102 06:06   1.000 129.000   1.900   7.700         1016.70
9414290 20050102 06:12   1.400 128.000   2.000   7.700         1016.60
9414290 20050102 06:18   1.400  91.000   2.000   7.900         1016.60
9414290 20050102 06:24   1.700  97.000   1.900   7.900         1016.60
9414290 20050102 06:30   1.900  85.000   2.300   7.900         1016.60
9414290 20050102 06:36   2.200  73.000   3.100   7.900         1016.60
9414290 20050102 06:42   1.600  91.000   2.600   8.500         1016.60
9414290 20050102 06:48   1.700  89.000   2.300   8.800         1016.70
9414290 20050102 06:54   0.800  96.000   2.000   8.800         1016.70
9414290 20050102 07:00   2.200  86.000   3.200   8.700         1016.70
9414290 20050102 07:06   2.700 100.000   3.300   8.700         1016.70
9414290 20050102 07:12   2.500 100.000   3.200   8.700         1016.70
9414290 20050102 07:18   3.300 104.000   5.500   8.600         1016.80
9414290 20050102 07:24   3.800  75.000   4.900   8.200         1016.60
9414290 20050102 07:30   2.400  86.000   4.400   8.200         1016.60
9414290 20050102 07:36   2.600  76.000   3.000   8.100         1016.70
9414290 20050102 07:42   2.200  85.000   3.000   8.000         1016.60
9414290 20050102 07:48   2.200 108.000   2.500   8.100         1016.60
9414290 20050102 07:54   2.100  99.000   2.900   8.100         1016.50
9414290 20050102 08:00   2.300  86.000   2.800   8.100         1016.40
9414290 20050102 08:06   2.500  92.000   2.800   8.200         1016.30
9414290 20050102 08:12   2.100 104.000   2.500   8.000         1016.30
9414290 20050102 08:18   2.200  91.000   2.400   7.900         1016.20
9414290 20050102 08:24   1.200 104.000   2.700   8.100         1016.10
9414290 20050102 08:30   0.200 112.000   1.600   8.100         1016.10
9414290 20050102 08:36   0.000 110.000   1.200   8.300         1016.00
9414290 20050102 08:42   1.100  93.000   1.600   8.300         1016.00
9414290 20050102 08:48   1.600  96.000   2.000   8.100         1015.90
9414290 20050102 08:54   2.200 106.000   2.900   8.500         1015.80
9414290 20050102 09:00   0.100 127.000   1.900   8.600         1015.80
9414290 20050102 09:06   1.800 109.000   2.200   8.400         1015.80
9414290 20050102 09:12   0.600  93.000   2.000   8.400         1015.80
9414290 20050102 09:18   0.700  67.000   1.600   8.300         1015.60
9414290 20050102 09:24   1.400  78.000   3.400   8.500         1015.60
9414290 20050102 09:30   1.800  62.000   2.100   8.500         1015.50
9414290 20050102 09:36   0.900 100.000   2.300   8.400         1015.40
9414290 20050102 09:42   1.300  98.000   2.000   8.300         1015.30
9414290 20050102 09:48   1.800  93.000   2.400   8.400         1015.40
9414290 20050102 09:54   1.800  84.000   2.600   8.500         1015.30
9414290 20050102 10:00   2.300  86.000   3.100   8.600         1015.30
9414290 20050102 10:06   2.100  79.000   3.300   8.600         1015.10
9414290 20050102 10:12   2.700  75.000   3.500   8.600         1015.10
9414290 20050102 10:18   2.200  80.000   2.700   8.400         1015.10
9414290 20050102 10:24   2.100  87.000   3.200   8.500         1015.10
9414290 20050102 10:30   1.800  99.000   2.600   8.500         1015.20
9414290 20050102 10:36   1.600 110.000   3.400   8.500         1015.20
9414290 20050102 10:42   2.200  99.000   3.200   8.400         1015.30
9414290 20050102 10:48   2.600  79.000   4.500   8.700         1015.00
9414290 20050102 10:54   2.100  84.000   3.100   8.700         1015.00
9414290 20050102 11:00   1.800  80.000   2.700   8.600         1014.90
9414290 20050102 11:06   1.700  76.000   2.800   8.600         1014.90
9414290 20050102 11:12   2.700  90.000   3.200   8.600         1014.90
9414290 20050102 11:18   1.500 112.000   2.500   8.500         1014.90
9414290 20050102 11:24   2.500  87.000   3.200   8.500         1014.90
9414290 20050102 11:30   1.900  99.000   3.300   8.500         1014.90
9414290 20050102 11:36   0.900  89.000   1.900   8.400         1015.00
9414290 20050102 11:42   0.600 103.000   2.200   8.400         1015.10
9414290 20050102 11:48   0.000  29.000   0.000   8.300         1015.00
9414290 20050102 11:54   0.000 328.000   0.000   8.400         1014.60
9414290 20050102 12:00   0.000  86.000   0.200   8.400         1014.60
9414290 20050102 12:06   2.000  58.000   2.200   8.200         1014.50
9414290 20050102 12:12   1.800  82.000   3.700   8.100         1014.60
9414290 20050102 12:18   1.400  55.000   2.900   8.100         1014.70
9414290 20050102 12:24   0.100  80.000   0.500   8.300         1014.50
9414290 20050102 12:30   0.000  86.000   0.000   8.300         1014.40
9414290 20050102 12:36   0.000  81.000   1.900   8.300         1014.40
9414290 20050102 12:42   0.900  48.000   1.700   8.300         1014.20
9414290 20050102 12:48   2.300  64.000   2.600   8.200         1014.00
9414290 20050102 12:54   2.900  52.000   3.500   8.300         1013.90
9414290 20050102 13:00   2.200  63.000   3.600   8.300         1013.80
9414290 20050102 13:06   2.600  79.000   3.900   8.200         1013.80
9414290 20050102 13:12   3.900  80.000   5.200   8.100         1014.00
9414290 20050102 13:18   3.100  96.000   5.500   8.000         1014.00
9414290 20050102 13:24   2.600  69.000   3.500   8.100         1013.90
9414290 20050102 13:30   3.000  50.000   4.200   8.100         1013.90
9414290 20050102 13:36   2.800  65.000   4.400   8.100         1013.80
9414290 20050102 13:42   2.400  62.000   3.300   8.000         1013.80
9414290 20050102 13:48   1.800  26.000   2.800   8.100         1013.80
9414290 20050102 13:54   0.300  18.000   3.100   8.200         1013.70
9414290 20050102 14:00   0.600  19.000   2.200   8.200         1013.60
9414290 20050102 14:06   0.400  53.000   1.700   8.300         1013.60
9414290 20050102 14:12   1.800  65.000   2.700   8.300         1013.60
9414290 20050102 14:18   2.200  77.000   3.000   8.200         1013.70
9414290 20050102 14:24   1.700  86.000   2.900   8.200         1013.70
9414290 20050102 14:30   2.400  76.000   3.200   8.100         1013.70
9414290 20050102 14:36   1.600  63.000   2.100   8.100         1013.70
9414290 20050102 14:42   0.000  67.000   2.300   8.100         1013.70
9414290 20050102 14:48   1.900  55.000   2.500   8.100         1013.60
9414290 20050102 14:54   2.500  38.000   3.700   8.300         1013.50
9414290 20050102 15:00   0.400  26.000   2.700   8.300         1013.50
9414290 20050102 15:06   1.000  63.000   2.000   8.300         1013.50
9414290 20050102 15:12                                                
9414290 20050102 15:18   2.300  76.000   3.400   8.200         1013.50
9414290 20050102 15:24   2.500  75.000   3.900   8.200         1013.50
9414290 20050102 15:30   3.600  66.000   5.300   8.300         1013.50
9414290 20050102 15:36   2.600  95.000   4.400   8.200         1013.60
9414290 20050102 15:42   3.200  97.000   4.900   8.200         1013.60
9414290 20050102 15:48   3.000  74.000   4.100   8.200         1013.60
9414290 20050102 15:54   2.300  87.000   4.900   8.200         1013.60
9414290 20050102 16:00   3.200  90.000   4.300   8.100         1013.50
9414290 20050102 16:06   3.100  80.000   4.300   8.200         1013.60
9414290 20050102 16:12   3.700  79.000   4.700   8.200         1013.60
9414290 20050102 16:18   3.600  87.000   5.100   8.200         1013.60
9414290 20050102 16:24   3.500  77.000   5.800   8.200         1013.60
9414290 20050102 16:30   4.800  59.000   5.900   8.300         1013.60
9414290 20050102 16:36   3.900  56.000   5.200   8.400         1013.70
9414290 20050102 16:42   4.100  59.000   5.300   8.400         1013.70
9414290 20050102 16:48   3.500  71.000   5.100   8.400         1013.70
9414290 20050102 16:54   3.400  72.000   4.300   8.400         1013.80
